"Address","City","State","Zip","Longitude","Latitude"
"4646 Tuscarawas","Canton",OH,"44708",-81.4323,40.7954
"Case Western Reserve University","Cleveland",OH,"44106",-81.6106,41.5085
"6850 Brook Park Road","Cleveland",OH,"44129",-81.7319,41.4187
"4331 W 150th Street","Cleveland",OH,"44135",-81.8012,41.4365
"3025 Olentangy River Road","Columbus",OH,"43202",-83.0257,40.0222
"1136 South Main Street","Dayton",OH,"45409",-84.1870,39.7420
"Wright State University","Dayton",OH,"45435",-84.0642,39.7801
"640 Tillotson St","Elyria",OH,"44035",-82.1131,41.3994
"1051 Interstate Court","Findlay",OH,"45840",-83.6706,41.0598
"1750 Cedar Street","Fremont",OH,"43420",-83.1338,41.3638
"6207 Wilson Mills Road","Highland Heights",OH,"44143",-81.4556,41.5390
"2226 North Main","Hubbard",OH,"44425",-80.5684,41.1819
"6100 Rockside Rd","Independence",OH,"44131",-81.6487,41.3957
"9935 State Route 41","Jeffersonville",OH,"43128",-83.5363,39.6452
"720 N Lexington-Springmill Rd","Mansfield",OH,"44906",-82.5904,40.7719
"1050 Mt Vernon Ave","Marion",OH,"43302",-83.1039,40.5807
"3105 Medina Road","Medina Township",OH,"44256",-81.7982,41.1364
"7700 Mentor Avenue","Mentor",OH,"44060",-81.3659,41.6596
"10480 Baltimore","Millersport",OH,"43046",-82.6006,39.9380
"1256 W High Extension","New Philadelphia",OH,"44663",-81.4730,40.4934
"3960 Everhard Road Nw","North Canton",OH,"44709",-81.4208,40.8596
"25912 Lorain Road","North Olmsted",OH,"44070",-81.9089,41.4208
"8111 Day Dr","Parma",OH,"44129",-81.7408,41.3805
"26415 Warns Rd","Perrysburg",OH,"43551",-83.4590,41.5344
"1122 Buck Road","Rossford",OH,"43460",-83.5646,41.5869
"3321 Milan Road","Sandusky",OH,"44870",-82.6829,41.4271
"68296 Red Roof Lane","St Clairsville",OH,"43950",-80.8678,40.0755
"9449 State Road 14","Streetsboro",OH,"44241",-81.3454,41.2482
"315 W Market Street","Tiffin",OH,"44883",-83.1914,41.1132
"6920 W Central Ave","Toledo",OH,"43615",-83.7087,41.6743
"34725 Euclid Avenue","Willoughby",OH,"44094",-81.4405,41.6248
"4020 Belmont Ave","Youngstown",OH,"44505",-80.6650,41.1536
"Youngstown State University","Youngstown",OH,"44555",-80.6486,41.1061
"10 Airport Rd","Zanesville",OH,"43701",-81.8978,39.9655
"2705 W Broadway","Ardmore",OK,"73401",-97.1649,34.1734
"1255 W Gentry St","Checotah",OK,"74426",-95.5311,35.4719
"1100 E 2nd St","Edmond",OK,"73034",-97.4657,35.6528
"2703 S Country Club Rd","El Reno",OK,"73036",-97.9726,35.5058
"600 S 69 Bypass","Mcalester",OK,"74501",-95.7685,34.9379
"635 South 32nd Street","Muskogee",OK,"74401",-95.4026,35.7471
"315 S Meridian Avenue","Oklahoma City",OK,"73108",-97.6012,35.4639
"3030 South I-35","Oklahoma City",OK,"73129",-97.4862,35.4308
"3130 Douglas Blvd","Oklahoma City",OK,"73150",-97.3708,35.4344
"1617 Sw 74th Street","Oklahoma City",OK,"73159",-97.5462,35.3917
"385 Mid America Drive","Pryor",OK,"74361",-95.3394,36.2282
"2400 South 4th Route","Sayre",OK,"73662",-99.6247,35.3057
"4903 N Harrison","Shawnee",OK,"74801",-96.9120,35.3849
"45 North Sheridan Road","Tulsa",OK,"74115",-95.9046,36.1616
"121 North 129 East Ave","Tulsa",OK,"74116",-95.8334,36.1627
"3435 Se Spicer Dr","Albany",OR,"97321",-123.0599,44.6286
"1369 Se 1st Ave","Canby",OR,"97013",-122.6788,45.2674
"15815 Se 82nd Dr","Clackamas",OR,"97015",-122.5688,45.4088
"3652 Glenwood Dr","Eugene",OR,"97403",-123.0408,44.0344
"115 Ne Morgan Lane","Grants Pass",OR,"97526",-123.3224,42.4623
"12101 Se 82nd Ave","Happy Valley",OR,"97086",-122.5791,45.4352
"2265 Hwy 395 S","Hermiston",OR,"97838",-119.2582,45.8153
"2947 S 6th St","Klamath Falls",OR,"97603",-121.7528,42.2092
"2604 Island Ave","La Grande",OR,"97850",-118.0701,45.3329
"2260 Biddle Road","Medford",OR,"97504",-122.8741,42.3496
"800 John Long Rd","Oakland",OR,"97462",-123.2880,43.5389
"76 E Goodfellow St","Ontario",OR,"97914",-116.9435,44.0253
"610 Tutuilla Rd","Pendleton",OR,"97801",-118.8057,45.6609
"10428 S E Stark","Portland",OR,"97216",-122.5561,45.5187
"11950 N Center Street","Portland",OR,"97217",-122.6813,45.6093
"8787 Sw Scholls Ferry Rd","Portland",OR,"97223",-122.7828,45.4562
"425 Ne Hassalo St","Portland",OR,"97232",-122.6614,45.5308
"350 W Harvard","Roseburg",OR,"97470",-123.3521,43.2128
"3155 Ryan Dr Se","Salem",OR,"97301",-122.9971,44.9198
"3680 Market St Ne","Salem",OR,"97301",-122.9874,44.9502
"987 Kruse Way","Springfield",OR,"97477",-123.0407,44.0826
"1710 W 6th Ave","The Dalles",OR,"97058",-121.2058,45.6101
"2230 Main Avenue North","Tillamook",OR,"97141",-123.8443,45.4728
"2919 Newberg Hwy","Woodburn",OR,"97071",-122.8760,45.1510
"1871 Catasauqua Road","Allentown",PA,"18109",-75.4303,40.6412
"220 Park Hills Plz","Altoona",PA,"16602",-78.4060,40.4700
"4276 Business Route 220","Bedford",PA,"15522",-78.5017,40.0168
"855 Rostraver Rd","Belle Vernon",PA,"15012",-79.8428,40.1375
"131 Papermill Rd","Bloomsburg",PA,"17815",-76.4291,41.0258
"16414 Lincoln Hwy","Breezewood",PA,"15533",-78.2403,39.9994
"246 Allegheny Blvd","Brookville",PA,"15825",-79.0982,41.1734
"1501 Harrisburg Pike","Carlisle",PA,"17015",-77.1239,40.2341
"1071 Wayne Avenue","Chambersburg",PA,"17201",-77.6502,39.9106
"5321 Baltimore Pike","Clifton Heights",PA,"19018",-75.2946,39.9303
"1346 Old Freedom Rd","Cranberry Township",PA,"16066",-80.1032,40.6855
"47 Industrial Highway","Essington",PA,"19029",-75.3042,39.8669
"200 West Drive","Greensburg",PA,"15601",-79.5761,40.3061
"84 Rt 93","Hazleton",PA,"18202",-76.0249,40.9819
"2079 E State St","Hermitage",PA,"16148",-80.4704,41.2334
"9174 Lincoln Hwy","Irwin",PA,"15642",-79.6946,40.3214
"3156 Elton Road","Johnstown",PA,"15904",-78.8475,40.2798
"2204 Columbia Ave","Lancaster",PA,"17603",-76.3644,40.0397
"640 East Lincoln Highway","Langhorne",PA,"19047",-74.9053,40.1633
"3870 Route 30","Latrobe",PA,"15650",-79.3820,40.2862
"5505 Carlisle Pike","Mechanicsburg",PA,"17050",-76.9842,40.2403
"5609 Nittany Valley Drive","Mill Hall",PA,"17751",-77.5230,41.0263
"3980 William Penn Highway","Monroeville",PA,"15146",-79.7728,40.4383
"1829 Lincoln Highway","N Versailles",PA,"15137",-79.7804,40.3682
"209 Tarentum Bridge","New Kensington",PA,"15068",-79.7520,40.5922
"1623 Oliver Road","New Milford",PA,"18834",-75.6811,41.8242
"2180 Greentree Rd","Pittsburgh",PA,"15220",-80.0728,40.3912
"271 Clairton Blvd","Pittsburgh",PA,"15236",-79.9514,40.3377
"7319 McKnight Rd","Pittsburgh",PA,"15237",-80.0114,40.5381
"2701 Freeport Rd","Pittsburgh",PA,"15238",-79.8347,40.5378
"449 Pennsylvania 315","Pittston",PA,"18640",-75.7551,41.3151
"410 Scranton Carbondale Hwy","Scranton",PA,"18508",-75.6547,41.4623
"973 N Susquehanna Trail","Selinsgrove",PA,"17870",-76.8462,40.8248
"122 Fitz Henry Road","Smithton",PA,"15479",-79.7332,40.1703
"1860 N Atherton St","State College",PA,"16801",-77.8321,40.7850
"2200 Lebanon Church Road","W Mifflin",PA,"15122",-79.9440,40.3484
"1395 W Chestnut St","Washington",PA,"15301",-80.2741,40.1645
"488 Kidder St","Wilkes-Barre",PA,"18702",-75.8549,41.2502
"1716 E 3rd St","Williamsport",PA,"17701",-76.9711,41.2502
"1199 Louck Road","York",PA,"17404",-76.7581,39.9786
"785 Centre of New England Blvd","Coventry",RI,"02816",-71.5500,41.6615
"1177 Reservoir Ave","Cranston",RI,"02920",-71.4552,41.7693
"1450 Hartford Ave","Johnston",RI,"02919",-71.5015,41.8245
"44 Dowling Village Blvd","N Smithfield",RI,"02896",-71.5456,41.9763
"444 Quaker Lane, #5","Warwick",RI,"02886",-71.5004,41.6825
"3401 Clemson Boulevard","Anderson",SC,"29621",-82.6705,34.5464
"1011 N Mountain St","Blacksburg",SC,"29702",-81.5092,35.1461
"115 Sloan Garden Road","Boiling Springs",SC,"29316",-81.9560,35.0111
"5901 Fairfield Dr","Columbia",SC,"29203",-81.0227,34.0644
"342 Harbison Blvd","Columbia",SC,"29212",-81.1546,34.0755
"2521 Wade Hampton","Greenville",SC,"29615",-82.3444,34.8936
"800 S Kings Hwy","Myrtle Beach",SC,"29577",-78.8971,33.6806
"124 Loyola Drive","Myrtle Beach",SC,"29588",-78.9903,33.6411
"2280 Ashley Phosphate Rd","N Charleston",SC,"29406",-80.0443,32.9355
"730 Highway 17 South","N Myrtle Beach",SC,"29582",-78.6859,33.8234
"5270 International Blvd","North Charleston",SC,"29418",-80.0285,32.8690
"2435 Mt Holly Road","Rock Hill",SC,"29730",-81.0068,34.8548
"2306 Reidville Road","Spartanburg",SC,"29301",-81.9930,34.9207
"113 Motel Drive","St George",SC,"29477",-80.6026,33.1948
"1200 Us Highway 17 North","Surfside Beach",SC,"29575",-78.9727,33.6211
"2514 Sunset Blvd","West Columbia",SC,"29169",-81.1087,34.0035
"3536 Point South Dr","Yemassee",SC,"29945",-80.8553,32.6964
"2206 North Lacross Dr","Rapid City",SD,"57701",-103.2032,44.1070
"4001 E 10th St","Sioux Falls",SD,"57103",-96.6776,43.5455
"5201 Granite Lane","Sioux Falls",SD,"57107",-96.7660,43.6018
"1011 Paul Huff Highway","Cleveland",TN,"37312",-84.8681,35.2132
"1420 Hwy 96 North","Fairview",TN,"37062",-87.1716,36.0253
"28 San Pebble Road","Jackson",TN,"38305",-88.8236,35.6750
"800 Watt Rd","Knoxville",TN,"37932",-84.2374,35.8800
"7065 Winchester Rd","Memphis",TN,"38125",-89.8276,35.0491
"2480 Parkway","Pigeon Forge",TN,"37863",-83.5780,35.8086
"3716 Parkway","Pigeon Forge",TN,"37863",-83.5497,35.7812
"120 East I-20","Abilene",TX,"79601",-99.6435,32.4394
"3314 S Clack Street","Abilene",TX,"79601",-99.7728,32.4106
"209 Central Expressway N","Allen",TX,"75013",-96.6775,33.1041
"1710 I-40 East","Amarillo",TX,"79103",-101.8195,35.1920
"2116 S Georgia St","Amarillo",TX,"79109",-101.8663,35.1926
"9601 I-40 East Exit 76","Amarillo",TX,"79111",-101.7245,35.1932
"3001 Mountain Pass Blvd","Anthony",TX,"79821",-106.5808,31.9976
"839 N Watson Road","Arlington",TX,"76011",-97.0638,32.7562
"4820 W Sublett Road","Arlington",TX,"76017",-97.1835,32.6463
"4928 S Cooper","Arlington",TX,"76017",-97.1341,32.6671
"1601 Ih35 N","Austin",TX,"78702",-97.7303,30.2765
"2320 S Interregional","Austin",TX,"78704",-97.7419,30.2334
"7619 E Ben White Boulevard","Austin",TX,"78741",-97.6916,30.2178
"7100 North I-35","Austin",TX,"78752",-97.7049,30.3324
"1876 East Freeway","Baytown",TX,"77521",-95.0345,29.7962
"7207 Garth Road","Baytown",TX,"77521",-94.9819,29.8056
"1710 E 3rd St","Big Spring",TX,"79720",-101.4542,32.2600
"435 W Bandera St","Boerne",TX,"78006",-98.7232,29.7805
"2951 State Hwy 36 South","Brenham",TX,"77833",-96.3955,30.1378
"204 S Waller","Brookshire",TX,"77423",-95.9513,29.7812
"1875 N Expressway","Brownsville",TX,"78520",-97.5040,25.9428
"6131 Paredes Line Rd","Brownsville",TX,"78526",-97.4837,25.9883
"2890 Harvey Mitchell Parkway","Bryan",TX,"77807",-96.4268,30.7257
"868 Ne Asbury Blvd","Burleson",TX,"76028",-97.2305,32.7004
"17400 N Hwy 20","Canton",TX,"75103",-95.8624,32.5546
"1058 Us 59 S","Carthage",TX,"75633",-94.3191,32.0972
"16851 Interstate Highway 20","Cisco",TX,"76437",-98.8997,32.3749
"607 Texas Ave","College Station",TX,"77840",-96.3342,30.6272
"2243 Stoneside Rd","Conroe",TX,"77303",-95.4780,30.3377
"8000 S I-35 East","Corinth",TX,"76205",-97.1776,33.2891
"5165 Interstate 37","Corpus Christi",TX,"78408",-97.4526,27.8034
"2931 Hwy 77","Corpus Christi",TX,"78410",-97.6311,27.8549
"4918 S Padre Island Dr","Corpus Christi",TX,"78411",-97.3822,27.7140
"2801 South Hwy 287","Corsicana",TX,"75110",-96.4450,32.0762
"26050 Highway 290","Cypress",TX,"77429",-95.6955,29.9727
"4400 N Central Expwy","Dallas",TX,"75206",-96.7871,32.8192
"1415 Medical Dist Dr","Dallas",TX,"75207",-96.8393,32.8076
"2030 Market Ctr Blvd","Dallas",TX,"75207",-96.8247,32.7975
"1641 N Westmoreland Rd","Dallas",TX,"75211",-96.8739,32.7660
"8233 East R.l Thornton Frwy","Dallas",TX,"75228",-96.6993,32.7945
"2425 Walnut Hill Lane","Dallas",TX,"75229",-96.8964,32.8811
"10433 N Central Expwy","Dallas",TX,"75231",-96.7701,32.8888
"7120 S Cockrell Hill","Dallas",TX,"75236",-96.8913,32.6617
"7425 Bonnie View Road","Dallas",TX,"75241",-96.7505,32.6565
"13689 N Central Exp","Dallas",TX,"75243",-96.7532,32.9348
"9009 Skillman Rd","Dallas",TX,"75243",-96.7185,32.8991
"4567 Frankford Road","Dallas",TX,"75287",-96.8303,32.9976
"4007 N Interstate 35","Denton",TX,"76207",-97.1751,33.2318
"2301 West University Drive","Edinburg",TX,"78539",-98.1870,26.3050
"1305 E Monte Cristo","Edinburg",TX,"78542",-98.1445,26.3354
"6144 Gateway E","El Paso",TX,"79905",-106.4090,31.7811
"510 Zaragosa Rd","El Paso",TX,"79907",-106.3215,31.7024
"4690 Woodrow Bean","El Paso",TX,"79924",-106.4351,31.8985
"9567 Dyer St","El Paso",TX,"79924",-106.4191,31.8838
"6650 Montana Ave","El Paso",TX,"79925",-106.3969,31.7895
"1301 North Horizon Blvd","El Paso",TX,"79927",-106.2393,31.6600
"11045 Gateway W","El Paso",TX,"79935",-106.3331,31.7454
"11315 Montwood Dr","El Paso",TX,"79936",-106.3019,31.7694
"1613 Pleasanton Road, Suite B-10","El Paso - Ft Bliss",TX,"79906",-106.4370,31.9225
"301 North I-45","Ennis",TX,"75119",-96.6176,32.3365
"1015 Spur 350 West","Euless",TX,"76039",-97.0706,32.8373
"3228 Se Loop 820","Forest Hill",TX,"76140",-97.2760,32.6609
"Hood Main Store/clear Creek Main","Fort Hood",TX,"76544",-97.7794,31.1529
"19212 Gulf Fwy","Friendswood",TX,"77546",-95.1445,29.5429
"Dallas Parkway & Main St","Frisco",TX,"75033",-96.8397,33.1525
"4400 South Freeway","Ft Worth",TX,"76115",-97.3212,32.6833
"6737 Camp Bowie Blvd","Ft Worth",TX,"76116",-97.4325,32.7215
"4601 S Hulen Rd","Ft Worth",TX,"76132",-97.3937,32.6797
"6480 North Frwy","Ft Worth",TX,"76137",-97.3137,32.8602
"1410 Seawall Blvd","Galveston",TX,"77550",-94.7797,29.2966
"12733 Interstate 635","Garland",TX,"75041",-96.6614,32.8648
"457 W Interstate 30","Garland",TX,"75043",-96.5943,32.8410
"408 Westchase Drive","Grand Prairie",TX,"75052",-97.0029,32.6733
"1015 West Main St","Gun Barrel City",TX,"75156",-96.1303,32.3308
"4703 S Expressway 77/83","Harlingen",TX,"78550",-97.7168,26.1969
"100 Cottonwood","Hempstead",TX,"77445",-96.0477,30.1073
"100 Us Highway 79 S","Henderson",TX,"75652",-94.7856,32.1511
"2316 Southmore Rd","Houston",TX,"77004",-95.3762,29.7217
"7300 Washington Ave","Houston",TX,"77007",-95.4303,29.7784
"2120 No Loop West","Houston",TX,"77018",-95.4395,29.8100
"3332 S Loop W","Houston",TX,"77025",-95.4297,29.6784
"11901 E Freeway","Houston",TX,"77029",-95.2270,29.7722
"1104 N Sam Houston Parkway East","Houston",TX,"77032",-95.3713,29.9386
"12501 Gulf Freeway","Houston",TX,"77034",-95.2171,29.6176
"9810 Gulf Freeway","Houston",TX,"77034",-95.2513,29.6517
"11320 North Freeway","Houston",TX,"77037",-95.4113,29.9302
"12862 Nw Freeway","Houston",TX,"77040",-95.4949,29.8434
"9766-B Katy Frwy","Houston",TX,"77055",-95.5342,29.7851
"2735 Bay Area Blvd","Houston",TX,"77058",-95.1063,29.5786
"12697 Gessner Rd","Houston",TX,"77064",-95.5453,29.9554
"13031 Fm 1960 W","Houston",TX,"77065",-95.6117,29.9187
"6711 Sam Houston Parkway South","Houston",TX,"77072",-95.5568,29.7061
"8199 Sw Frwy","Houston",TX,"77074",-95.4941,29.7207
"12405 Westheimer Rd","Houston",TX,"77077",-95.5982,29.7362
"925 N Wilcrest","Houston",TX,"77079",-95.5757,29.7823
"6060 Hillcroft St","Houston",TX,"77081",-95.4975,29.7151
"8401 Westheimer Rd","Houston",TX,"77083",-95.5142,29.7375
"4999 Hwy 6 N","Houston",TX,"77084",-95.6457,29.8498
"6969 Gulf Freeway","Houston",TX,"77087",-95.2975,29.7036
"7707 Steubner Airline Rd","Houston",TX,"77088",-95.4097,29.8714
"15919 North Freeway","Houston",TX,"77090",-95.4262,29.9988
"1760 West Fm 1960","Houston",TX,"77090",-95.4564,30.0111
"11099 Nw Frwy","Houston",TX,"77092",-95.4730,29.8280
"19450 Hwy 59","Humble",TX,"77338",-95.2698,29.9997
"6920 Fm1960","Humble",TX,"77346",-95.3211,30.0080
"9655 N Sam Houston Parkway E","Humble",TX,"77396",-95.2435,29.9350
"3018 W 11th St","Huntsville",TX,"77340",-95.5690,30.7182
"4115 West Airport","Irving",TX,"75062",-97.0069,32.8374
"8120 Esters Blvd","Irving",TX,"75063",-97.0079,32.9189
"1702 S Jackson St","Jacksonville",TX,"75766",-95.2604,31.9474
"11710 Ih 35","Jarrell",TX,"76537",-97.6001,30.8383
"1579 Fry Road","Katy",TX,"77449",-95.7190,29.7898
"2405 Tex Mati Dr","Katy",TX,"77494",-95.8092,29.7811
"6920 S Fry Road","Katy",TX,"77494",-95.7764,29.7151
"2200 S Washington Street","Kaufman",TX,"75142",-96.3094,32.5743
"209 Sidney Barker St South","Kerrville",TX,"78028",-99.1449,30.0436
"4315 Texas State Hwy 42 North","Kilgore",TX,"75662",-94.8645,32.4285
"1108 S Fort Hood Rd","Killeen",TX,"76541",-97.7471,31.1102
"22671 Eastex Frwy","Kingwood",TX,"77339",-95.2541,30.0451
"928 Hwy 146 S","La Porte",TX,"77571",-95.0311,29.6540
"401-443 This Way St","Lake Jackson",TX,"77566",-95.4537,29.0399
"3543 Jim Wright Freeway","Lake Worth",TX,"76135",-97.4091,32.8149
"3600 Santa Ursula","Laredo",TX,"78041",-99.5034,27.5318
"1011 Beltway Parkway","Laredo",TX,"78045",-99.4639,27.6860
"2940 South Highway 45","League City",TX,"77573",-95.0889,29.4945
"2267 S Stemmons Freeway","Lewisville",TX,"75067",-96.9754,33.0083
"12816 Ih35 N","Live Oak",TX,"78233",-98.3472,29.5552
"3126 S Eastman Rd","Longview",TX,"75602",-94.7074,32.4553
"607 Avenue Q","Lubbock",TX,"79401",-101.8552,33.5901
"4718 Slide Rd","Lubbock",TX,"79414",-101.9224,33.5514
"6111 Fm 1488","Magnolia",TX,"77354",-95.5598,30.2239
"Highway 360 & E Broad St","Mansfield",TX,"76063",-97.0816,32.5770
"1110 So 10th St","Mcallen",TX,"78501",-98.2318,26.1933
"401 E Nolana Ave","Mcallen",TX,"78504",-98.2104,26.2378
"1615 N Central Expressway","Mckinney",TX,"75070",-96.6378,33.2129
"11511 W Airport Blvd","Meadows Place",TX,"77477",-95.5788,29.6461
"114 Hwy 80","Mesquite",TX,"75149",-96.5965,32.7902
"4004 Emporium Circle","Mesquite",TX,"75150",-96.6251,32.8114
"3701 W Wall Ave","Midland",TX,"79703",-102.1123,31.9802
"116 South Shary Rd","Mission",TX,"78572",-98.2884,26.1960
"6131 Hwy 6 S","Missouri City",TX,"77459",-95.5651,29.5665
"298 W Fm 544","Murphy",TX,"75094",-96.6182,33.0114
"8025 Glenview Dr","N Richland Hills",TX,"76180",-97.2073,32.8238
"2615 N Stallings Dr N","Nacogdoches",TX,"75964",-94.6782,31.6526
"I-30 & Highway 82","New Boston",TX,"75570",-94.4572,33.4702
"1348 North Ih 35","New Braunfels",TX,"78130",-98.0917,29.7023
"23412 Sh 242","New Caney",TX,"77357",-95.1955,30.1941
"105 W 42nd St","Odessa",TX,"79764",-102.3850,31.8824
"7112 I-10 West","Orange",TX,"77632",-93.8205,30.1158
"2350 West Oak St, #100","Palestine",TX,"75801",-95.6552,31.7448
"3040 Ne Loop 286","Paris",TX,"75460",-95.5422,33.6810
"4125 Spencer Hwy","Pasadena",TX,"77504",-95.1811,29.6652
"909 West Pasadena","Pasadena",TX,"77506",-95.2201,29.7098
"11221 Broadway Blvd","Pearland",TX,"77581",-95.3000,29.5635
"100 E Pinehurst","Pecos",TX,"79772",-103.4874,31.3999
"1830 No Central","Plano",TX,"75074",-96.7095,33.0252
"1305 Preston Road","Plano",TX,"75093",-96.7954,33.0170
"408 N I-35 East Service Road","Red Oak",TX,"75154",-96.8216,32.5290
"4756 E Hwy 83","Rio Grande City",TX,"78582",-98.7907,26.3645
"Hwy 114 & Hwy 170","Roanoke",TX,"76262",-97.2288,32.9875
"670 East Interstate 30","Rockwall",TX,"75032",-96.4672,32.8983
"27960 Sw Freeway","Rosenburg",TX,"77471",-95.8052,29.5326
"2700 North Ih-35","Round Rock",TX,"78681",-97.6928,30.5379
"201 W Hwy I-30","Royse City",TX,"75189",-96.3320,32.9630
"427 W Avenue I","San Angelo",TX,"76901",-100.4407,31.4428
"4510 Fredericksburg Rd","San Antonio",TX,"78201",-98.5512,29.4899
"903 E Commerce St","San Antonio",TX,"78205",-98.4832,29.4227
"6801 Blanco Rd","San Antonio",TX,"78216",-98.5068,29.5182
"6000 N Panam","San Antonio",TX,"78218",-98.4030,29.4824
"2210 Loop 410 Se","San Antonio",TX,"78220",-98.6493,29.4111
"7122 Interstate 35-S","San Antonio",TX,"78224",-98.5257,29.3563
"6859 Highway 90 West","San Antonio",TX,"78227",-98.6272,29.4031
"9550 I-10 West","San Antonio",TX,"78230",-98.5612,29.5290
"13635 San Pedro Ave","San Antonio",TX,"78232",-98.4821,29.5665
"6854 Ingram Rd","San Antonio",TX,"78238",-98.6252,29.4644
"7138 Nw Loop 410","San Antonio",TX,"78238",-98.6285,29.4536
"1815 North Foster Rd","San Antonio",TX,"78244",-98.3607,29.4457
"6703 Fm78","San Antonio",TX,"78244",-98.3679,29.4772
"17455 Ih 35 N","Schertz",TX,"78154",-98.2789,29.5999
"400 N Highway 175","Seagoville",TX,"75159",-96.5373,32.6481
"1100 Padre Blvd","South Padre Island",TX,"78597",-97.1649,26.0905
"6504 Fm 2920","Spring",TX,"77379",-95.5221,30.0740
"7720 Louetta Rd","Spring",TX,"77379",-95.5300,30.0176
"20015 I-45 N","Spring",TX,"77388",-95.4333,30.0578
"1422 State Hwy 6 S","Sugar Land",TX,"77478",-95.6324,29.6019
"1102 Fm 148","Terrell",TX,"75160",-96.3170,32.7230
"1201 Hwy 146 N","Texas City",TX,"77590",-94.9516,29.3943
"14010 Fm 2920","Tomball",TX,"77375",-95.6327,30.0894
"101 N Fm 707","Tye",TX,"79563",-99.8732,32.4602
"3244 Gentry Pkwy","Tyler",TX,"75702",-95.3316,32.3792
"7601 Navarro St","Victoria",TX,"77904",-96.9972,28.8653
"709 N I-35","Waco",TX,"76705",-97.1250,31.5480
"2409 South New Road","Waco",TX,"76711",-97.1456,31.5091
"1416 W Expwy 83","Weslaco",TX,"78596",-97.9824,26.1563
"10367 Highway 59","Wharton",TX,"77488",-96.1207,29.3281
"1206 Central Frwy N","Wichita Falls",TX,"76301",-98.4673,33.8862
"4301 Kemp Blvd","Wichita Falls",TX,"76308",-98.5359,33.8659
"201 N Hwy I-45","Wilmer",TX,"75172",-96.6862,32.6048
"46000 I-10 East","Winnie",TX,"77665",-94.3923,29.8270
"28669 I-45 North","Woodlands",TX,"77381",-95.4525,30.1802
"255 N 1100 West","Cedar City",UT,"84720",-113.0773,37.6818
"1605 East Saddleback Blvd","Lake Point",UT,"84074",-112.2679,40.6855
"991 N 400 W","Layton",UT,"84041",-111.9745,41.0751
"101 N 1200th East","Lehi",UT,"84043",-111.8269,40.3890
"1045 N Main St","Logan",UT,"84341",-111.8345,41.7509
"401 W 7200 S","Midvale",UT,"84047",-111.9013,40.6207
"7051 S 1300 E","Midvale",UT,"84047",-111.8556,40.6232
"989 N Hwy 191","Moab",UT,"84532",-109.5608,38.5887
"420 W 4500 S","Murray",UT,"84123",-111.9034,40.6745
"1597 S Main St","Nephi",UT,"84648",-111.8371,39.6872
"1250 Washington Blvd","Ogden",UT,"84404",-111.9700,41.2435
"485 N State St","Orem",UT,"84057",-111.6989,40.3061
"1680 N 200 W","Provo",UT,"84601",-111.7638,40.0411
"5805 S Harrison Blvd","S Ogden",UT,"84403",-111.9397,41.1577
"1525 S State St","Salina",UT,"84654",-111.8546,38.9353
"250 W 500 S","Salt Lake City",UT,"84101",-111.8984,40.7585
"2025 S 900 W","Salt Lake City",UT,"84104",-111.9169,40.7269
"1701 West N Temple","Salt Lake City",UT,"84116",-111.9403,40.7711
"11575 South 4000 West","South Jordan",UT,"84095",-111.9863,40.5410
"592 Kirby Lane","Spanish Fork",UT,"84660",-111.6447,40.1256
"1460 N 1750 W","Springville",UT,"84663",-111.6423,40.1856
"1215 S Main St","St George",UT,"84770",-113.5836,37.0876
"155 N 1000 East St","St George",UT,"84770",-113.5621,37.1102
"925 N Main St","Tooele",UT,"84074",-112.2982,40.5488
"2341 W Main St","Tremonton",UT,"84337",-112.2010,41.7109
"2097 W Highway 40","Vernal",UT,"84078",-109.4994,40.4249
"1172 W 2100 St","West Haven",UT,"84401",-112.0073,41.2283
"7214 Richmond Hwy","Alexandria",VA,"22306",-77.0842,38.7609
"1401 Tintern St","Chesapeake",VA,"23320",-76.2536,36.7652
"12441 Redwater Creek Rd","Chester",VA,"23831",-77.4082,37.3554
"1530 Rest Church Rd","Clear Brook",VA,"22624",-78.0879,39.2914
"801 South Ave","Colonial Heights",VA,"23834",-77.3929,37.2446
"2861 Dale Blvd","Dale City",VA,"22193",-77.3001,38.6271
"16102 Theme Parkway","Doswell",VA,"23047",-77.4506,37.8426
"10473 Lee Hwy","Fairfax",VA,"22030",-77.3065,38.8585
"5325 Jefferson Davis","Fredericksburg",VA,"22408",-77.4990,38.2458
"139 Factory Outlet Dr","Ft Chiswell",VA,"24360",-80.9468,36.9452
"1040 W Mercury Blvd","Hampton",VA,"23666",-76.3819,37.0432
"5111 Oaklawn Blvd","Hopewell",VA,"23860",-77.3243,37.2623
"8201 Sudley Rd","Manassas",VA,"20109",-77.5063,38.7775
"250 Conicville Blvd","Mt Jackson",VA,"22842",-78.6304,38.7605
"6598 W Broad Street","Richmond",VA,"23230",-77.5146,37.6004
"11161 Research Plaza Way","Richmond",VA,"23236",-77.6007,37.5051
"3429 Orange Ave","Roanoke",VA,"24012",-79.8925,37.3026
"24279 Roger Clark Blvd","Ruther Glen",VA,"22546",-77.4744,37.9341
"2039 W Main St","Salem",VA,"24153",-80.0931,37.2879
"10404 Blue Star Hwy","Stony Creek",VA,"23882",-77.3943,36.9778
"119 Hite Lane","Strasburg",VA,"22657",-78.3366,39.0034
"3337 Virginia Beach","Virginia Beach",VA,"23452",-76.0883,36.8417
