Name,Address,Phone,Fax,Longitude,Latitude
La Quinta Inn & Suites Mobile Satsuma / Saraland,"6104
Hwy 43,
Satsuma, AL 36572",1-251-675-5977,1-251-679-1646,-88.048151,30.870832
La Quinta Inn & Suites Mobile - Tillman's Corner,"5170 Motel Ct,
Mobile, AL 36619",1-251-661-9978,1-251-338-8907,-88.167569,30.584474
La Quinta Inn Mobile,"816 West I-65 Service Rd South,
Mobile, AL 36609-1302",1-251-343-4051,1-251-343-2897,-88.12949,30.67519
La Quinta Inn & Suites Modesto Salida,"4909 Sisk Rd,
Salida, CA 95368",1-209-579-8723,1-209-543-9050,-121.07822,37.70964
La Quinta Inn Moline Airport,"5450 27th St,
Moline, IL 61265",1-309-762-9008,1-309-762-2455,-90.499052,41.456445
La Quinta Inn & Suites Monahans,"1314 West I-20,
Monahans, TX 79756",1-432-943-5800,1-432-943-2898,-102.907087,31.571786
LQ Hotel by La Quinta Monterrey Centro,"AV. PINO SUAREZ No. 1001, Col. Centro
Monterrey, NL 64000",52-818-15,52-818-15,-100.320107,25.666541
LQ Hotel by La Quinta Monterrey Norte,"Av. Fidel Velazquez #3000 Col. Central,
Monterrey, NL 64190",52-812-12,52-812-1271001,-100.337696,25.720653
La Quinta Inn & Suites Moreno Valley,"23090 Sunnymead Blvd,
Moreno Valley, CA 92553",1-951-486-9000,1-951-486-9001,-117.2598,33.939646
La Quinta Inn & Suites Morgan City,"2018 Allison St,
Morgan City, LA 70380",1-985-300-0200,1-985-300,-91.18171,29.69577
La Quinta Inn & Suites Morgan Hill-San Jose South,"17043 Condit Rd.,
Morgan Hill, CA 95037",1-669-888-3700,1-669-888-3701,-121.633076,37.133845
La Quinta Inn & Suites Morgantown,"5000 Gateway Drive,
Morgantown, WV 26501",1-304-241-4501,1-304-599-5188,-80.013616,39.656936
La Quinta Inn & Suites Moscow Pullman,"185 Warbonnet Dr,
Moscow, ID 83843",1-208-882-5365,1-208-882-5374,-117.037499,46.733864
La Quinta Inn Moss Point - Pascagoula,"7001 Hwy 63 North,
Moss Point, MS 39563",1-228-474-4488,1-228-474-4776,-88.530419,30.442917
La Quinta Inn & Suites Mt. Laurel - Philadelphia,"5000 Clover Road,
Mount Laurel, NJ 08054",1-856-235-7500,1-856-235-7550,-74.956402,39.926469
La Quinta Inn & Suites Mt. Pleasant,"1620 Rotan Ave,
Mt. Pleasant, TX 75455",1-903-572-5514,1-903-572-5516,-95.002912,33.172034
La Quinta Inn & Suites Muskogee,"1701 North 32nd Street,
Muskogee, OK 74401",1-918-913-9541,1-918-913-9545,-95.402952,35.766159
La Quinta Inn & Suites Myrtle Beach - N. Kings Hwy,"4709 North Kings Hwy,
Myrtle Beach, SC 29577",1-843-449-5231,1-843-213-0151,-78.84848,33.723061
La Quinta Inn & Suites Myrtle Beach Broadway Area,"1561 21st Ave North,
Myrtle Beach, SC 29577",1-843-916-8801,1-843-916-8701,-78.888858,33.714726
La Quinta Inn & Suites Naples Downtown,"1555 5th Ave South,
Naples, FL 34102",1-239-793-4646,1-239-793-5248,-81.78349,26.13932
La Quinta Inn & Suites Naples East (I-75),"185 Bedzel Circle,
Naples, FL 34104",1-239-352-8400,1-239-352-8401,-81.687641,26.15669
La Quinta Inn & Suites Nashville Airport/Opryland,"2345 Atrium Way,
Nashville, TN 37214",1-615-885-3000,1-615-889-9131,-86.691236,36.155521
La Quinta Inn & Suites Nashville Airport,"531 Donelson Pike,
Nashville, TN 37214",1-615-885-3100,1-615-871-4238,-86.666299,36.146574
La Quinta Inn & Suites Nashville Franklin,"4207 Franklin Commons Ct,
Franklin, TN 37067",1-615-791-7700,1-615-790-9002,-86.823339,35.91155
La Quinta Inn Nashville South,"4311 Sidco Dr,
Nashville, TN 37204-4509",1-615-834-6900,1-615-333-3163,-86.761976,36.08397
La Quinta Inn & Suites NE Long Beach/Cypress,"12441 Carson St,
Hawaiian Gardens, CA 90716",1-562-860-2500,1-562-865-0500,-118.066337,33.832073
La Quinta Inn & Suites New Braunfels,"365 Hwy 46 South,
New Braunfels, TX 78130",1-830-627-3333,1-830-627-3336,-98.09222,29.699459
La Quinta Inn & Suites Houston New Caney,"22025 US 59,
New Caney, TX 77357-8257",1-281-354-1904,1-281-354-2795,-95.2280169,30.1274498
La Quinta Inn & Suites New Cumberland - Harrisburg,"130 Limekiln Rd.,
New Cumberland, PA 17070",1-800-753-3757,1-717-774-7717,-76.878702,40.214756
La Quinta Inn & Suites New Haven,"400 Sargent Dr,
New Haven, CT 06511",1-203-562-1111,1-203-865-7440,-72.919961,41.294035
La Quinta Inn & Suites New Iberia,"611A Queen City Dr,
New Iberia, LA 70560",1-337-321-6000,1-337-321-6007,-91.856625,29.986721
La Quinta Inn & Suites New Orleans Airport,"2610 Williams Blvd,
Kenner, LA 70062",1-504-466-1401,1-504-466-0319,-90.240542,30.004417
La Quinta Inn New Orleans Causeway,"3100 I-10 Service Rd,
Metairie, LA 70001-2014",1-504-835-8511,1-504-837-3383,-90.154904,29.994746
La Quinta Inn & Suites New Orleans Downtown,"301 Camp St,
New Orleans, LA 70130",1-504-598-9977,1-504-598-9978,-90.068979,29.950859
La Quinta Inn New Orleans Slidell,"794 East I-10 Service Rd,
Slidell, LA 70461",1-985-643-9770,1-985-641-4476,-89.749417,30.28251
La Quinta Inn New Orleans Veterans / Metairie,"5900 Veterans Memorial Blvd,
Metairie, LA 70003-1738",1-504-456-0003,1-504-885-0863,-90.205791,30.005699
La Quinta Inn New Orleans West Bank / Gretna,"50 Terry Pkwy,
Gretna, LA 70056-2564",1-504-368-5600,1-504-362-7430,-90.039192,29.924645
La Quinta Inn & Suites New York City Central Park,"31 West 71st Street,
New York, NY 10023",1-212-721-4770,1-212-579-8544,-73.977703,40.776155
La Quinta Inn & Suites Newark - Elkton,"304 Belle Hill Road,
Elkton, MD 21921",1-410-620-9494,1-410-620-9445,-75.803766,39.637612
La Quinta Inn & Suites Newport,"45 Southeast 32nd St,
Newport, OR 97365",1-541-867-7727,1-541-867-7728,-124.049293,44.615026
La Quinta Inn & Suites Niagara Falls,"6225 Niagara Falls Blvd,
Niagara Falls, NY 14304",1-716-236-0600,1-716-236-0100,-78.99289,43.089578
La Quinta Inn & Suites Norfolk Airport,"1387 North Military Hwy,
Norfolk, VA 23502",1-757-466-7001,1-757-466-7004,-76.210997,36.871778
La Quinta Inn Norfolk Virginia Beach,"192 Newtown Rd,
Virginia Beach, VA 23462-2401",1-757-497-6620,1-757-456-9780,-76.184553,36.843641
La Quinta Inn North Myrtle Beach,"1601B Hwy 17 North,
North Myrtle Beach, SC 29582",1-843-280-4555,1-843-663-0845,-78.65873,33.84463
La Quinta Inn & Suites North Platte,"2600 Eagles Wings Pl,
North Platte, NE 69101",1-308-534-0700,1-308-534-7781,-100.726731,41.108469
La Quinta Inn & Suites NW Tucson Marana,"6020 West Hospitality Rd,
Tucson, AZ 85743",1-520-572-4235,1-520-572-2175,-111.093134,32.358763
"La Quinta Inn & Suites O'Fallon, IL - St. Louis","136 Regency Park,
OFallon, IL 62269",1-618-726-2323,1-618-726-2324,-89.938709,38.588545
La Quinta Inn & Suites Oakland Airport Coliseum,"8465 Enterprise Way,
Oakland, CA 94621",1-510-632-8900,1-510-632-4713,-122.193325,37.742507
La Quinta Inn & Suites Oakland - Hayward,"20777 Hesperian Blvd,
Hayward, CA 94541",1-510-732-6300,1-510-783-2265,-122.11782,37.664537
La Quinta Inn & Suites Ocala,"3530 SW 36th Ave,
Ocala, FL 34474",1-352-861-1137,1-352-861-1157,-82.182844,29.150842
La Quinta Inn & Suites Ocean City,"106 32nd Street,
Ocean City, MD 21842",1-410-289-5762,1-410-289-0488,-75.072791,38.361378
La Quinta Inn & Suites Oceanfront Daytona Beach,"816 North Atlantic Ave,
Daytona Beach, FL 32118",1-386-944-0060,1-386-944-0070,-81.014023,29.239315
La Quinta Inn & Suites Odessa North - Sienna Tower,"4118 Faudree Rd,
Odessa, TX 79765",1-432-288-9026,1-432-296-4311,-102.288743,31.917617
La Quinta Inn & Suites Odessa North,"4122 Faudree Road,
Odessa, TX 79765",1-432-288-9041,1-432-563-6279,-102.288553,31.918492
La Quinta Inn Odessa,"5001 East Bus. I-20,
Odessa, TX 79761-3510",1-432-333-2820,1-432-333-4208,-102.312935,31.873196
La Quinta Inn & Suites OKC North - Quail Springs,"3003 West Memorial Rd,
Oklahoma City, OK 73134",1-405-755-7000,1-405-755-7008,-97.570143,35.610715
La Quinta Inn & Suites Oklahoma City Airport,"808 S. Meridian Ave.,
Oklahoma City, OK 73108",1-405-702-7720,1-405-702-7730,-97.600556,35.458611
La Quinta Inn & Suites Midwest City - Tinker AFB,"5653 Tinker Diagonal,
Midwest City, OK 73110",1-405-733-1339,1-405-732-6550,-97.42237,35.446053
La Quinta Inn & Suites Oklahoma City - Moore,"2140 Riverwalk Dr,
Moore, OK 73160",1-405-759-7700,1-405-759-7711,-97.49318,35.319147
La Quinta Inn & Suites Oklahoma City Norman,"930 Ed Noble Pkwy,
Norman, OK 73072",1-405-579-4000,1-405-579-4001,-97.482773,35.207202
La Quinta Inn & Suites Oklahoma City NW Expwy,"4829 Northwest Expressway,
Oklahoma City, OK 73132-7215",1-405-773-5575,1-405-773-5655,-97.608978,35.545383
La Quinta Inn & Suites Oklahoma City -Yukon,"11500 West - I 40 Service Rd,
Yukon, OK 73099",1-405-494-7600,1-405-494-7601,-97.726092,35.467032
La Quinta Inn & Suites Olathe,"20570 West 151st St,
Olathe, KS 66061",1-913-254-0111,1-913-254-0777,-94.819061,38.855918
La Quinta Inn Olympia - Lacey,"4704 Park Center Ave Northeast,
Lacey, WA 98516",1-360-412-1200,1-360-412-1100,-122.821183,47.049379
La Quinta Inn & Suites Omaha Airport Downtown,"1201 Ave H,
Carter Lake, IA 51510",1-712-347-6595,1-712-347-2191,-95.914052,41.281023
La Quinta Inn Omaha West,"3330 North 104th Ave,
Omaha, NE 68134-3764",1-402-493-1900,1-402-496-0757,-96.075383,41.289464
La Quinta Inn Omaha Southwest,"10760 M St,
Omaha, NE 68127",1-402-592-5200,1-402-592-1416,-96.079951,41.211681
La Quinta Inn & Suites Ontario Airport,"3555 Inland Empire Blvd,
Ontario, CA 91764-4908",1-909-476-1112,1-909-476-1121,-117.572896,34.07152
La Quinta Inn & Suites Orange County Airport,"2721 Hotel Terrace,
Santa Ana, CA 92705",1-714-540-1111,1-714-662-1643,-117.85324,33.71015
La Quinta Inn & Suites Orange,"2220 Hwy 62 South,
Orange, TX 77630",1-409-883-0011,1-409-883-0013,-93.820249,30.112789
La Quinta Inn & Suites Orem University Parkway,"521 West University Pkwy,
Orem, UT 84058",1-801-226-0440,1-801-226-4798,-111.708174,40.272696
La Quinta Inn & Suites North Orem,"1100 West 780 North,
Orem, UT 84057",1-801-235-9555,1-801-235-9559,-111.722159,40.311346
La Quinta Inn & Suites Orlando Airport North,"7160 North Frontage Rd,
Orlando, FL 32812",1-407-240-5000,1-407-240-5261,-81.312991,28.459061
La Quinta Inn Orlando Airport West,"7931 Daetwyler Dr,
Orlando, FL 32812",1-407-857-9215,1-407-857-0877,-81.338811,28.452227
La Quinta Inn & Suites Orlando I Drive/Conv Center,"8504 Universal Blvd,
Orlando, FL 32819",1-407-345-1365,1-407-345-5586,-81.468404,28.440714
La Quinta Inn Orlando International Drive North,"5825 International Dr,
Orlando, FL 32819",1-407-351-4100,1-407-996-4599,-81.46011,28.46313
La Quinta Inn & Suites Orlando Lake Mary,"1060 Greenwood Blvd,
Lake Mary, FL 32746",1-407-805-9901,1-407-805-9968,-81.364027,28.748653
La Quinta Inn & Suites Orlando South,"2051 Consulate Dr,
Orlando, FL 32837",1-407-240-0500,1-407-240-5194,-81.405644,28.428448
La Quinta Inn & Suites Orlando UCF,"11805 Research Pkwy,
Orlando, FL 32826",1-407-737-6075,1-407-737-7562,-81.207217,28.588528
La Quinta Inn & Suites Orlando Universal Area,"5621 Major Blvd,
Orlando, FL 32819",1-407-313-3100,1-407-313-3131,-81.45298,28.481027
La Quinta Inn & Suites Oshawa,"63 King Street East,
Oshawa, ON L1H 1B4",1-905-571-1333,1-905-571-5348,-78.861257,43.898034
La Quinta Inn Oshkosh,"1886 Rath Lane,
Oshkosh, WI 54902",1-920-233-4190,1-920-233-8197,-88.581723,44.03283
La Quinta Inn & Suites Overland Park,"10610 Marty St,
Overland Park, KS 66212",1-913-648-5555,1-913-648-7130,-94.67074,38.93515
La Quinta Inn & Suites Owasso,"8949 N Garnett Rd.,
Owasso, OK 74055",1-918-376-4447,1-918-376-4460,-95.847394,36.284741
La Quinta Inn & Suites Oxford - Anniston,"100 Colonial Drive,
Oxford, AL 36203",1-256-241-0950,1-256-241-0960,-85.790504,33.613421
La Quinta Inn & Suites Paducah,"3960 Coleman Crossing Circle,
Paducah, KY 42001",1-270-443-4800,1-270-443-4902,-88.68294,37.08611
La Quinta Inn & Suites Palestine,"3000 South Loop 256,
Palestine, TX 75801",1-903-723,1-903-723,-95.629281,31.734226
La Quinta Inn & Suites Pampa,"500 W Harvester,
Pampa, TX 79065",1-806-486-1575,1-806-486-1647,-100.970668,35.549916
La Quinta Inn & Suites PCB Pier Park Area,"17710 West Panama City Beach Pkwy,
Panama City Beach, FL 32413",1-850-249-1112,1-850-249-3111,-85.904302,30.236849
La Quinta Inn & Suites Panama City Beach,"7115 Coastal Palms Blvd,
Panama City Beach, FL 32408",1-850-234-3133,1-850-234-1233,-85.761369,30.174413
La Quinta Inn & Suites Panama City,"1030 East 23rd St,
Panama City, FL 32405",1-850-914-0022,1-850-914-0027,-85.642207,30.189363
La Quinta Inn & Suites Paris,"3205 Northeast Loop 286,
Paris, TX 75460",1-903-783-9600,1-903-783-9710,-95.51776554,33.67347831
La Quinta Inn & Suites Pasadena North,"2205 Pasadena Freeway,
Pasadena, TX 77506",1-713-475-2205,1-713-475-2206,-95.183269,29.713591
La Quinta Inn & Suites Pasadena,"3490 East Sam Houston Pkwy South,
Pasadena, TX 77505",1-281-991-7771,1-281-991-7785,-95.158081,29.658621
La Quinta Inn & Suites Paso Robles,"2615 Buena Vista Dr,
Paso Robles, CA 93446",1-805-239-3004,1-805-239-3014,-120.671403,35.645172
La Quinta Inn & Suites Pearland,"9002 Broadway St,
Pearland, TX 77584",1-281-412-5454,1-281-412-5462,-95.359365,29.558498
La Quinta Inn & Suites Pearsall,"170 Medical Dr,
Pearsall, TX 78061",1-830-872-3277,1-830-334-3967,-99.118953,28.898133
La Quinta Inn & Suites Pecos,"101 South Frontage Road, I-20 West,
Pecos, TX 79772",1-432-445-7830,1-432-445-3700,-103.501103,31.395457
La Quinta Inn Pensacola,"7750 North Davis Hwy,
Pensacola, FL 32514-7557",1-850-474-0411,1-850-474-1521,-87.221229,30.50556
La Quinta Inn Peru Starved Rock State Park,"4389 Venture Dr,
Peru, IL 61354",1-815-224-9000,1-815-224-9100,-89.129994,41.363135
La Quinta Inn & Suites Pharr- Hwy 281,"4607 N Cage Blvd,
Pharr, TX 78577",1-956-782-8832,1-956-782-8837,-98.178405,26.234571
La Quinta Inn & Suites Pharr - Rio Grande Valley,"4603 N. Cage Blvd,
Pharr, TX 78577",1-956-787-2900,1-956-787-5800,-98.17921,26.234456
La Quinta Inn & Suites Philadelphia Airport,"53 Industrial Highway,
Essington, PA 19029",1-610-521-9800,1-610-521-4847,-75.30739,39.867421
La Quinta Inn & Suites Phoenix Chandler,"15241 South 50th St,
Phoenix, AZ 85044-9102",1-480-961-7700,1-480-940-1307,-111.97356,33.306932
La Quinta Inn & Suites Phoenix I-10 West,"4929 West McDowell Rd,
Phoenix, AZ 85035",1-602-595-7601,1-602-595-6451,-112.16634,33.46581
La Quinta Inn & Suites Phoenix Mesa West,"902 West Grove Ave,
Mesa, AZ 85210-4930",1-480-844-8747,1-480-844-8850,-111.852067,33.390577
La Quinta Inn Phoenix North,"2510 W Greenway Rd,
Phoenix, AZ 85023",1-602-993-0800,1-602-789-9172,-112.114636,33.625699
La Quinta Inn & Suites Phoenix Scottsdale,"8888 East Shea Blvd,
Scottsdale, AZ 85260",1-480-614-5300,1-480-614-5333,-111.890062,33.583395
La Quinta Inn Phoenix Sky Harbor Airport,"911 South 48th St,
Tempe, AZ 85281-5102",1-480-967-4465,1-480-921-9172,-111.977048,33.420344
La Quinta Inn Phoenix Thomas Road,"2725 North Black Canyon Hwy,
Phoenix, AZ 85009-1897",1-602-258-6271,1-602-340-9255,-112.112429,33.479474
La Quinta Inn & Suites Phoenix West Peoria,"16321 North 83rd Ave,
Peoria, AZ 85382",1-623-487-1900,1-623-487-1919,-112.232847,33.634992
La Quinta Inn Pigeon Forge-Dollywood,"219 Emert St,
Pigeon Forge, TN 37863",1-865-429-3010,1-865-429-9545,-83.552852,35.78238
La Quinta Inn & Suites Pigeon Forge,"125 Community Center Drive,
Pigeon Forge, TN 37863",1-865-908-6633,1-865-908-4191,-83.579771,35.806506
La Quinta Inn & Suites Pittsburg,"2410 S Broadway St.,
Pittsburg, KS 66762",1-620-670-5614,1-620-670-5619,-94.706291,37.382809
La Quinta Inn Pittsburgh Airport,"8507 University Blvd,
Moon Township, PA 15108-2509",1-412-269-0400,1-412-269-9258,-80.222608,40.5079
La Quinta Inn & Suites Norwich-Plainfield-Casino,"18 Pratt Rd,
Plainfield, CT 06374",1-860-564-1010,1-860-564-9090,-71.91094,41.664265
La Quinta Inn & Suites Plano Legacy Frisco,"6624 Communications Parkway,
Plano, TX 75024",1-214-265-8900,1-214-291-7020,-96.832264,33.062755
La Quinta Inn & Suites Plantation at SW 6th St,"7901 Southwest 6th St,
Plantation, FL 33324",1-954-473-8257,1-954-473-9804,-80.25739,26.11385
La Quinta Inn & Suites Plattsburgh,"16 Plaza Blvd,
Plattsburgh, NY 12901",1-518-562-4000,1-518-561-3234,-73.496464,44.697585
La Quinta Inn Pleasant Prairie Kenosha,"7540 118th Ave,
Pleasant Prairie, WI 53158",1-262-857-7911,1-262-857-2370,-87.949722,42.566526
La Quinta Inn & Suites Pocatello,"1440 Bench Road,
Pocatello, ID 83201",1-208-234-7500,1-208-234-0000,-112.433173,42.900519
La Quinta Inn & Suites Pomona,"3200 W. Temple Ave.,
Pomona, CA 91768",1-909-598-0073,1-909-594-5654,-117.80381,34.046394
La Quinta Inn & Suites Ponca City,"3413 N 14th St,
Ponca City, OK 74601",1-580-749-5515,1-580-749-5523,-97.067042,36.745642
La Quinta Inn & Suites Pontoon Beach,"14 Regency Parkway,
Pontoon Beach, IL 62040",1-618-797-1200,1-618-797-1207,-90.071973,38.745169
La Quinta Inn & Suites Port Arthur,"7540 Memorial Blvd,
Port Arthur, TX 77642",1-409-722-8383,1-409-722-8385,-93.980848,29.937235
La Quinta Inn & Suites Port Charlotte,"812 Kings Hwy,
Port Charlotte, FL 33980",1-941-979-4200,1-941-979-4201,-82.04843,27.017164
La Quinta Inn & Suites Port Lavaca,"910 Hwy 35 North,
Port Lavaca, TX 77979",1-361-552-8800,1-361-552-9200,-96.630024,28.632121
La Quinta Inn & Suites Port Orange / Daytona,"1791 Dunlawton,
Port Orange, FL 32129",1-386-756,1-386-756-3441,-81.028048,29.107523
La Quinta Inn & Suites Portland Airport,"11207 Northeast Holman St,
Portland, OR 97220",1-503-382-3820,1-503-382-3821,-122.547128,45.568957
La Quinta Inn & Suites Portland NW,"4319 NW Yeon Ave,
Portland, OR 97210",1-503-497-9044,1-503-497-1030,-122.730422,45.553342
La Quinta Inn & Suites Portland,"340 Park Ave,
Portland, ME 04102",1-207-871-0611,1-207-871-8243,-70.28195,43.65567
LQ Hotel by La Quinta Poza Rica,"Calle Las Torres-1 Colonia Reforma,
Poza Rica, VE 93210",52-782-826-4950,52-782-826-4951,-97.437583,20.564131
La Quinta Inn & Suites Prattville,"261 Interstate Commercial Parkloop,
Prattville, AL 36066",1-334-358-5454,1-334-358-0411,-86.40979,32.48599
La Quinta Inn & Suites Conference Center Prescott,"4499 E State Route 69,
Prescott, AZ 86301",1-928-777-0770,1-928-777-0064,-112.384424,34.551183
LQ Hotel by La Quinta Puebla Ciudad Modelo,"Blvd. Audi N. 3 Ciudad Modelo,
San Jose Chiapa, PU 75010",52-222-690-9740,NA,-97.781463,19.226297
LQ Hotel by La Quinta Puebla Palmas Angelopolis,"Ave. Zeta del Cochero No 407, Col. ReservaTerritorial Atlixcayotl San
Puebla, PU 72810",52-222-30,52-222-30,-98.22969,19.027317
La Quinta Inn & Suites Pueblo,"4801 North Elizabeth St,
Pueblo, CO 81008",1-719-542-3500,1-719-542-3535,-104.616446,38.324071000000004
La Quinta Inn Queens (New York City),"37-18 Queens Blvd,
Long Island City, NY 11101",1-718-729-8775,1-718-729-8021,-73.92823,40.743988
La Quinta Inn Radford,"1450 Tyler Ave,
Radford, VA 24141",1-540-633-6800,1-540-633-6802,-80.540369,37.126777
La Quinta Inn & Suites Raleigh Cary,"191 Crescent Commons,
Cary, NC 27518",1-919-851-2850,1-919-851-0728,-78.784147,35.735803
La Quinta Inn & Suites Raleigh Crabtree,"2211 Summit Park Ln,
Raleigh, NC 27612",1-919-785-0071,1-919-785-0081,-78.676053,35.833622
La Quinta Inn & Suites Raleigh Durham Airport S,"1001 Aerial Center Pkwy,
Morrisville, NC 27560",1-919-481-3600,1-919-460-1584,-78.816589,35.85856
La Quinta Inn & Suites Raleigh Durham Intl AP,"1001 Hospitality Ct,
Morrisville, NC 27560",1-919-461-1771,1-919-461-1721,-78.816956,35.859906
La Quinta Inn & Suites Rancho Cordova Sacramento,"11131 Folsom Blvd,
Rancho Cordova, CA 95670",1-916-638-1111,1-916-635-3297,-121.270881,38.605137
La Quinta Inn & Suites Rapid City,"1416 North Elk Vale Rd,
Rapid City, SD 57701",1-605-718-7000,1-605-718-1825,-103.14887,44.09956
La Quinta Inn & Suites Raymondville,"128 North Expressway 77,
Raymondville, TX 78580",1-956-689-4000,1-956-690-4178,-97.769971,26.483886
La Quinta Inn & Suites Redding,"2180 Hilltop Dr,
Redding, CA 96002 0512",1-530-221-8200,1-530-223-4727,-122.357954,40.575875
La Quinta Inn Reno,"4001 Market St,
Reno, NV 89502-3110",1-775-348-6100,1-775-348-8794,-119.782373,39.509542
La Quinta Inn & Suites Richmond Midlothian,"1301 Huguenot Rd,
Midlothian, VA 23113",1-804-794-4999,1-804-794-1028,-77.611606,37.509295
La Quinta Inn & Suites Richmond - Kings Dominion,"16280 International Street,
Doswell, VA 23047",1-804-876-6900,1-804-876-6901,-77.446414,37.849904
La Quinta Inn Richmond South,"9040 Pams Ave,
Richmond, VA 23237",1-804-743-0770,1-804-521,-77.427581,37.401114
La Quinta Inn Richmond,"1751 Lexington Rd,
Richmond, KY 40475",1-859-623-9121,1-859-623-3160,-84.312822,37.769434
La Quinta Inn & Suites Rifle,"600 Wapiti Ct,
Rifle, CO 81650",1-970-361-3390,1-970-625-4474,-107.77357,39.52396
La Quinta Inn Roanoke Salem,"140 Sheraton Dr,
Salem, VA 24153",1-540-404-9659,1-540-404-9667,-80.032353,37.321267
La Quinta Inn & Suites Rochester,"4353 Canal Place SE,
Rochester, MN 55904",1-507-289-4200,1-507-289-4201,-92.46287,43.959183
La Quinta Inn & Suites Rockford,"7401 Walton St.,
Rockford, IL 61108",1-815-227-1300,1-815-227-9231,-88.971828,42.268576
La Quinta Inn & Suites Rockport - Fulton,"2921 Highway 35 N,
Rockport, TX 78382",1-361-727-9824,1-361-727-9826,-97.041797,28.058097
La Quinta Inn & Suites Rockwall,"689 East Interstate 30,
Rockwall, TX 75087",1-972-771-1685,1-972-772-8107,-96.469065,32.896964
La Quinta Inn & Suites Rome,"15 Chateau Dr,
Rome, GA 30161",1-706-291-1034,1-706-291-1036,-85.153265,34.222206
La Quinta Inn & Suites Houston Rosenberg,"28332 Southwest Fwy 59,
Rosenberg, TX 77471",1-832-595-6111,1-832-595-6222,-95.811751,29.532868
La Quinta Inn & Suites Roswell,"200 East 19th St,
Roswell, NM 88201",1-575-622-8000,1-575-622-8020,-104.519935,33.415771
La Quinta Inn & Suites Austin North - Round Rock,"150 Parker Dr,
Austin, TX 78728",1-512-246-2800,1-512-246-2824,-97.674186,30.474859
La Quinta Inn & Suites Ruidoso Downs,"26147 US Highway 70,
Ruidoso Downs, NM 88346",1-575-378-3333,1-575-378-1004,-105.621959,33.326486
La Quinta Inn & Suites Russellville,"111 East Harrell Dr,
Russellville, AR 72802",1-479-967-2299,1-479-967-2399,-93.135191,35.303822
La Quinta Inn Sacramento Downtown,"200 Jibboom St,
Sacramento, CA 95811",1-916-448-8100,1-916-447-3621,-121.505185,38.597887
La Quinta Inn Sacramento North,"4604 Madison Ave,
Sacramento, CA 95841-2515",1-916-348-0900,1-916-331-7160,-121.357287,38.659677
La Quinta Inn & Suites Salem,"8 Keewaydin Dr,
Salem, NH 03079",1-603-893-4722,1-603-893-2898,-71.245871,42.774373
La Quinta Inn & Suites Salem,"890 Hawthorne Ave Southeast,
Salem, OR 97301",1-503-391-7000,1-503-391-7222,-122.99615,44.920551
La Quinta Inn & Suites Salina,"201 East Diamond Drive,
Salina, KS 67401",1-785-827-9000,1-785-827-9393,-97.610458,38.878368
La Quinta Inn & Suites Salisbury,"300 South Salisbury Blvd,
Salisbury, MD 21801",1-410-546-4400,1-410-546-2528,-75.596638,38.364309
La Quinta Inn & Suites Salt Lake City Airport,"4905 West Wiley Post Way,
Salt Lake City, UT 84116",1-801-366-4444,1-801-366-5555,-112.008206,40.773405
La Quinta Inn & Suites Salt Lake City Layton,"1965 North 1200 West,
Layton, UT 84041-1939",1-801-776-6700,1-801-776-2677,-111.987963,41.088349
La Quinta Inn Salt Lake City Midvale,"7231 South Catalpa St,
Midvale, UT 84047-7396",1-801-566-3291,1-801-562-5943,-111.902494,40.619935
La Quinta Inn Salt Lake City West,"3540 South 2200 West,
Salt Lake City, UT 84119",1-801-954-9292,1-801-954-8242,-111.94858,40.695563
La Quinta Inn and Conference Center San Angelo,"2307 Loop 306,
San Angelo, TX 76904-6663",1-325-949-0515,1-325-944-1187,-100.475807,31.416031
La Quinta Inn & Suites San Antonio Airport,"850 Halm Blvd,
San Antonio, TX 78216",1-210-342-3738,1-210-348-9666,-98.481047,29.518862
La Quinta Inn San Antonio Brooks City Base,"3180 Goliad Rd,
San Antonio, TX 78223",1-210-337-7171,1-210-337-4924,-98.429394,29.35111
La Quinta Inn & Suites San Antonio Downtown,"100 W. Cesar Chavez Blvd,
San Antonio, TX 78204",1-210-212-5400,1-210-212-5407,-98.497408,29.420247
La Quinta Inn & Suites San Antonio by AT&T Center,"6111 IH-10 East,
San Antonio, TX 78219",1-210-662-2677,1-210-465-7006,-98.3625966,29.445694
La Quinta Inn San Antonio I-35 N at Rittiman Rd,"6410 I-35 North,
San Antonio, TX 78218-4405",1-210-653-6619,1-210-590-3359,-98.401802,29.488601
La Quinta Inn San Antonio I-35 N at Toepperwein,"12822 I-35 North,
San Antonio, TX 78233-2611",1-210-657-5500,1-210-590-3640,-98.34608,29.555856
La Quinta Inn San Antonio Lackland,"6511 West Military Drive,
San Antonio, TX 78227-3615",1-210-674-3200,1-210-673-6015,-98.627563,29.400525
La Quinta Inn San Antonio Market Square,"900 Dolorosa St,
San Antonio, TX 78207-4540",1-210-271-0001,1-210-228-0663,-98.499488,29.424297
La Quinta Inn & Suites San Antonio Medical Center,"4431 Horizon Hill Blvd,
San Antonio, TX 78229",1-210-525-8090,1-210-525-8453,-98.555667,29.51654
La Quinta Inn & Suites San Antonio North Stone Oak,"1017 N Loop 1604 E,
San Antonio, TX 78232",1-210-497-0506,1-210-497-0522,-98.478011,29.611989
La Quinta Inn & Suites San Antonio Northwest,"11155 West Loop 1604 North,
San Antonio, TX 78254",1-210-447-8000,1-210-447-8040,-98.675087,29.545977
