"iso2","year","m04","m514","m014","m1524","m2534","m3544","m4554","m5564","m65","mu","f04","f514","f014","f1524","f2534","f3544","f4554","f5564","f65","fu"
"SC",2003,NA,NA,0,1,0,0,1,2,0,NA,NA,NA,0,0,0,0,0,0,0,NA
"SC",2004,NA,NA,0,0,2,0,3,2,0,NA,NA,NA,0,0,1,2,2,1,0,NA
"SC",2005,NA,NA,0,2,1,2,1,0,0,NA,NA,NA,0,0,1,1,0,0,0,NA
"SC",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SC",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SC",2008,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"SD",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SD",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SD",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SD",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SD",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SD",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SD",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SD",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SD",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SD",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SD",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SD",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SD",1995,NA,NA,250,604,796,634,486,362,337,NA,NA,NA,359,490,613,299,403,342,305,NA
"SD",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SD",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SD",1998,NA,NA,805,1079,1533,1133,820,523,453,NA,NA,NA,680,875,1036,723,528,356,247,NA
"SD",1999,NA,NA,842,1100,1456,1270,978,841,839,NA,NA,NA,903,1035,1111,1104,817,594,615,NA
"SD",2000,NA,NA,785,1028,1511,1351,1119,638,677,NA,NA,NA,817,925,1134,905,771,327,323,NA
"SD",2001,NA,NA,732,1018,1368,1085,777,462,301,NA,NA,NA,590,787,910,715,467,212,58,NA
"SD",2002,NA,NA,559,1171,1494,1168,852,511,405,NA,NA,NA,498,865,1007,840,523,275,170,NA
"SD",2003,NA,NA,489,1195,1644,1271,856,645,473,NA,NA,NA,443,881,1052,879,562,384,219,NA
"SD",2004,NA,NA,537,1377,1791,1465,1035,697,467,NA,NA,NA,426,978,1187,897,601,400,237,NA
"SD",2005,NA,NA,425,1358,1990,1541,1151,724,493,NA,NA,NA,381,1102,1203,978,729,411,244,NA
"SD",2006,0,0,297,1351,1890,1504,1102,710,532,NA,0,0,312,965,1108,948,763,442,270,NA
"SD",2007,NA,NA,288,1355,1903,1540,1102,729,556,NA,NA,NA,334,992,1318,990,729,467,324,NA
"SD",2008,40,277,317,1241,1740,1301,903,610,534,0,41,280,321,850,962,841,601,344,235,0
"SE",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE",1995,NA,NA,1,5,12,8,5,4,27,NA,NA,NA,0,10,13,5,5,4,14,NA
"SE",1996,NA,NA,1,11,8,3,5,5,17,NA,NA,NA,1,4,10,4,1,6,14,NA
"SE",1997,NA,NA,0,6,9,13,5,0,16,NA,NA,NA,2,10,8,9,2,3,11,NA
"SE",1998,NA,NA,2,6,9,3,8,3,15,NA,NA,NA,1,10,15,5,0,2,18,NA
"SE",1999,NA,NA,0,13,18,12,5,2,22,NA,NA,NA,1,7,14,7,3,2,10,NA
"SE",2000,NA,NA,0,9,10,12,11,4,25,NA,NA,NA,1,9,8,10,2,2,15,NA
"SE",2001,NA,NA,1,10,15,5,3,1,23,NA,NA,NA,1,4,12,8,2,2,18,NA
"SE",2002,NA,NA,0,6,15,10,8,7,8,NA,NA,NA,0,11,14,8,7,2,13,NA
"SE",2003,NA,NA,0,8,14,12,4,5,20,NA,NA,NA,0,10,18,6,2,0,10,NA
"SE",2004,NA,NA,1,10,19,8,8,12,13,NA,NA,NA,0,11,11,13,2,3,9,NA
"SE",2005,0,0,0,7,21,16,10,5,16,0,0,1,1,10,15,12,5,3,13,0
"SE",2006,0,0,0,4,15,14,5,3,16,0,0,1,1,12,14,9,1,2,10,0
"SE",2007,0,0,0,7,20,10,5,3,9,0,0,1,1,5,11,8,4,1,12,0
"SE",2008,0,0,0,14,15,9,5,7,6,0,0,0,0,12,13,5,4,1,6,0
"SG",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1995,NA,NA,0,9,40,60,62,70,94,NA,NA,NA,1,8,18,21,22,19,31,NA
"SG",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SG",1997,NA,NA,0,8,27,49,60,88,101,NA,NA,NA,0,11,16,12,16,12,32,NA
"SG",1998,NA,NA,1,9,36,70,63,81,104,NA,NA,NA,2,6,18,11,20,25,34,NA
"SG",1999,NA,NA,0,18,23,41,72,55,124,NA,NA,NA,0,12,21,18,23,17,29,NA
"SG",2000,NA,NA,1,8,9,34,51,26,64,NA,NA,NA,1,9,8,7,9,5,16,NA
"SG",2001,NA,NA,1,6,19,39,70,66,76,NA,NA,NA,1,5,7,19,15,9,24,NA
"SG",2002,NA,NA,0,14,28,73,88,65,130,NA,NA,NA,2,10,15,30,32,24,38,NA
"SG",2003,NA,NA,1,17,28,68,96,80,133,NA,NA,NA,0,6,26,30,20,20,58,NA
"SG",2004,NA,NA,1,12,32,56,83,75,119,NA,NA,NA,0,6,15,18,17,19,48,NA
"SG",2005,NA,NA,0,8,25,61,94,96,118,NA,NA,NA,0,5,20,33,29,20,43,NA
"SG",2006,1,1,2,7,31,67,107,75,106,NA,0,0,0,19,22,22,22,27,31,NA
"SG",2007,0,0,0,15,18,63,98,80,105,NA,0,1,1,13,13,25,23,11,39,NA
"SG",2008,0,0,0,10,21,46,106,94,127,0,0,0,0,9,16,20,26,17,33,0
"SI",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI",1995,NA,NA,1,13,39,63,36,26,27,NA,NA,NA,0,7,24,11,9,5,42,NA
"SI",1996,NA,NA,0,5,27,46,37,28,13,NA,NA,NA,0,8,15,9,7,7,19,NA
"SI",1997,NA,NA,0,4,16,33,19,15,20,NA,NA,NA,0,8,15,8,1,4,13,NA
"SI",1998,NA,NA,0,5,22,27,19,13,14,NA,NA,NA,0,8,12,10,7,2,18,NA
"SI",1999,NA,NA,0,3,21,40,27,11,15,NA,NA,NA,0,0,5,6,5,6,20,NA
"SI",2000,NA,NA,0,3,11,36,22,14,17,NA,NA,NA,0,3,9,3,4,3,20,NA
"SI",2001,NA,NA,0,4,11,30,27,11,7,NA,NA,NA,0,5,11,11,3,5,14,NA
"SI",2002,NA,NA,0,8,11,25,26,14,9,NA,NA,NA,0,3,7,6,1,3,17,NA
"SI",2003,NA,NA,0,3,9,23,22,7,15,NA,NA,NA,0,5,5,4,3,4,16,NA
"SI",2004,NA,NA,0,5,7,10,10,8,13,NA,NA,NA,0,4,6,4,3,2,17,NA
"SI",2005,0,0,0,4,10,16,15,11,14,0,0,0,0,4,4,6,5,4,16,0
"SI",2006,0,0,0,3,5,9,12,7,6,0,0,0,0,5,7,4,2,4,19,0
"SI",2007,0,0,0,0,7,15,14,12,9,0,0,0,0,1,5,6,2,3,16,0
"SI",2008,0,0,0,3,12,9,17,12,3,0,0,0,0,2,7,2,5,2,7,0
"SK",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK",1995,NA,NA,4,18,44,123,108,63,152,NA,NA,NA,5,16,17,22,24,33,159,NA
"SK",1996,NA,NA,2,16,42,64,105,61,134,NA,NA,NA,4,23,28,24,17,17,203,NA
"SK",1997,NA,NA,1,2,24,54,38,31,40,NA,NA,NA,0,10,11,10,3,9,50,NA
"SK",1998,NA,NA,0,5,30,53,50,37,35,NA,NA,NA,0,5,3,16,6,5,58,NA
"SK",1999,NA,NA,1,2,19,42,51,19,29,NA,NA,NA,0,8,10,7,7,8,43,NA
"SK",2000,NA,NA,2,6,15,31,50,16,32,NA,NA,NA,0,5,9,7,5,4,54,NA
"SK",2001,NA,NA,0,8,13,30,48,26,22,NA,NA,NA,1,4,9,12,8,4,41,NA
"SK",2002,NA,NA,0,4,18,35,40,21,26,NA,NA,NA,0,6,9,7,3,5,26,NA
"SK",2003,NA,NA,1,6,8,31,36,19,25,NA,NA,NA,1,8,9,10,3,4,38,NA
"SK",2004,NA,NA,0,2,17,30,30,12,21,NA,NA,NA,1,1,2,3,6,4,26,NA
"SK",2005,0,0,0,3,13,16,25,25,20,0,0,0,0,1,8,9,5,6,27,0
"SK",2006,1,3,4,8,11,18,27,29,17,0,0,0,0,6,6,7,4,3,20,0
"SK",2007,0,0,0,8,10,18,51,15,23,0,0,1,1,5,3,5,6,3,28,0
"SK",2008,0,0,0,2,7,16,46,10,11,0,1,0,1,2,4,4,5,1,17,0
"SL",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SL",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SL",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SL",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SL",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SL",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SL",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SL",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SL",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SL",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SL",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SL",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SL",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SL",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SL",1995,NA,NA,10,184,305,201,99,47,22,NA,NA,NA,18,165,193,110,65,24,11,NA
"SL",1996,NA,NA,23,249,450,310,180,79,51,NA,NA,NA,35,201,278,218,89,49,22,NA
"SL",1997,NA,NA,14,230,470,359,182,89,47,NA,NA,NA,21,207,328,228,67,39,15,NA
"SL",1998,NA,NA,14,226,445,338,191,78,42,NA,NA,NA,36,235,294,217,86,43,17,NA
"SL",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SL",2000,NA,NA,18,287,486,361,190,113,47,NA,NA,NA,27,249,298,225,92,49,30,NA
"SL",2001,NA,NA,19,268,546,406,230,123,51,NA,NA,NA,36,279,292,234,120,61,27,NA
"SL",2002,NA,NA,23,317,561,427,246,102,58,NA,NA,NA,31,300,382,284,133,48,26,NA
"SL",2003,NA,NA,19,351,564,481,264,149,77,NA,NA,NA,26,308,394,249,122,77,32,NA
"SL",2004,NA,NA,19,417,659,581,364,153,130,NA,NA,NA,40,304,440,319,170,89,50,NA
"SL",2005,NA,NA,45,490,792,651,397,226,124,NA,NA,NA,54,393,518,312,207,114,47,NA
"SL",2006,NA,NA,43,485,851,709,446,216,166,NA,NA,NA,68,375,536,357,207,111,59,NA
"SL",2007,1,44,45,538,1032,797,520,258,172,NA,0,74,74,398,568,468,255,143,79,NA
"SL",2008,3,43,NA,625,1062,938,573,265,188,NA,1,53,NA,460,609,501,269,153,83,NA
"SM",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,NA
"SM",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM",2000,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM",2003,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA
"SM",2004,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA
"SM",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SN",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SN",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SN",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SN",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SN",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SN",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SN",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SN",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SN",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SN",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SN",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SN",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SN",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SN",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SN",1995,NA,NA,94,717,1219,813,408,300,213,NA,NA,NA,84,428,461,283,203,126,72,NA
"SN",1996,NA,NA,74,773,1281,973,474,277,264,NA,NA,NA,89,450,549,341,209,121,74,NA
"SN",1997,NA,NA,64,753,1151,876,467,267,215,NA,NA,NA,75,421,509,292,191,87,62,NA
"SN",1998,NA,NA,90,781,1208,856,453,250,215,NA,NA,NA,84,412,447,307,178,98,75,NA
"SN",1999,NA,NA,50,721,1070,749,424,233,185,NA,NA,NA,58,441,434,298,184,106,58,NA
"SN",2000,NA,NA,60,772,1297,857,470,279,189,NA,NA,NA,77,521,540,376,217,107,61,NA
"SN",2001,NA,NA,77,908,1331,890,498,258,226,NA,NA,NA,90,540,531,333,204,113,95,NA
"SN",2002,NA,NA,58,815,1271,813,488,279,212,NA,NA,NA,61,545,523,317,210,118,86,NA
"SN",2003,NA,NA,50,1005,1438,896,531,293,250,NA,NA,NA,77,629,600,398,212,122,86,NA
"SN",2004,NA,NA,60,1085,1464,915,506,264,213,NA,NA,NA,73,620,485,324,211,139,78,NA
"SN",2005,NA,NA,71,1050,1561,904,533,274,236,NA,NA,NA,83,709,568,351,185,116,81,NA
"SN",2006,NA,NA,60,1124,1606,919,553,292,230,NA,NA,NA,74,676,572,360,204,124,88,NA
"SN",2007,NA,NA,57,1053,1722,875,549,329,251,NA,NA,NA,73,761,603,378,241,121,95,NA
"SN",2008,2,65,67,1274,1767,907,593,351,228,0,1,78,79,816,659,368,230,148,97,0
"SO",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SO",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SO",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SO",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SO",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SO",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SO",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SO",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
